"osm_id";"ref_insee"
-161847;"58264"
-358702;"63324"
-1243833;"80124"
-543024;"27671"
-55835;"59341"
-456971;"60540"
-110644;"63203"
-1622687;"76503"
-70807;"28134"
-1084364;"60358"
-952285;"67038"
-197609;"60431"
-2917255;"62135"
-170579;"64554"
-941588;"88508"
-3102273;"52040"
-1070515;"48153"
-400106;"18058"
-2117181;"54536"
-414972;"10387"
-2498086;"64363"
-1340074;"25625"
-1159674;"57180"
-571582;"05114"
-300888;"69018"
-1895086;"16111"
-61042;"26307"
-2955025;"02375"
-402239;"18071"
-279163;"14727"
-2926381;"30140"
-2871407;"15142"
-1166394;"62415"
-122591;"46094"
-114985;"73302"
-1170074;"62516"
-103233;"33146"
-85389;"68094"
-2165227;"2A266"
-279441;"14550"
-812068;"60403"
-571834;"42217"
-166329;"65327"
-396250;"50455"
-3335520;"71087"
-1112887;"58082"
-128277;"73013"
-150387;"02660"
-2982543;"55177"
-2967703;"55139"
-23784;"01011"
-3319514;"27411"
-422124;"64024"
-274135;"28213"
-3084060;"52401"
-297386;"29254"
-185526;"62756"
-305227;"70419"
-280481;"14675"
-125487;"63107"
-106719;"76727"
-185546;"62662"
-77321;"37233"
-2754517;"24257"
-74799;"27429"
-410802;"50001"
-939975;"88466"
-416062;"50024"
-3205951;"52230"
-1230129;"60305"
-318969;"29087"
-78875;"68159"
-116473;"12214"
-56241;"59334"
-2153430;"246900732"
-2741603;"2A284"
-2815624;"80281"
-269880;"88023"
-111393;"16217"
-546995;"29099"
-1860698;"55477"
-3104203;"52171"
-75569;"25157"
-107455;"72244"
-2105566;"09009"
-1919982;"02166"
-183749;"38065"
-1074262;"17075"
-1214206;"91578"
-1116315;"58040"
-120914;"19158"
-152017;"79249"
-58177;"59458"
-161133;"31463"
-557832;"27660"
-911945;"71113"
-274202;"28191"
-78116;"11022"
-1779199;"08396"
-1388016;"31591"
-285776;"41055"
-1460223;"81222"
-152523;"39567"
-2793903;"71391"
-3105957;"89355"
-2598330;"51520"
-2585494;"43113"
-2431319;"65137"
-276859;"28102"
-78979;"77006"
-78626;"77359"
-2078359;"28331"
-3250770;"24406"
-59703;"59636"
-2966438;"55324"
-2967327;"2B082"
-374718;"16277"
-2658932;"51461"
-919283;"42007"
-147560;"45034"
-2443704;"11298"
-2971481;"55169"
-1537532;"55338"
-956086;"89289"
-104752;"38210"
-124621;"46243"
-2971416;"55351"
-1223190;"91081"
-1116279;"69258"
-140758;"01405"
-54196;"59116"
-1384654;"26012"
-2690234;"62109"
-180975;"23029"
-2023284;"09311"
-79464;"26037"
-3313888;"61016"
-1066475;"50083"
-1981958;"247700065"
-106829;"42185"
-2177608;"87072"
-274179;"28110"
-114854;"57109"
-2461306;"65346"
-1112924;"53244"
-2129973;"83001"
-2026815;"246700793"
-2964840;"55077"
-1812976;"65387"
-164383;"45064"
-71031;"67365"
-2917151;"62719"
-1111044;"38437"
-153112;"21571"
-92148;"26329"
-2090586;"11361"
-2433967;"2B226"
-2721572;"246401541"
-3012360;"76710"
-2427170;"65067"
-1873762;"09164"
-1749999;"16144"
-1552498;"39204"
-2117795;"76417"
-140517;"01254"
-2047668;"2A186"
-123394;"57762"
-78001;"71310"
-1759395;"04057"
-1815021;"10205"
-77530;"37124"
-105780;"73229"
-1339877;"25289"
-118337;"23045"
-2975131;"55124"
-1664358;"412"
-281839;"29051"
-1959472;"64080"
-2182732;"244000881"
-2926262;"66091"
-2076568;"09287"
-2690850;"10138"
-7392;"89"
-533790;"60319"
-3277924;"08058"
-2706139;"242101491"
-365681;"03031"
-139298;"59159"
-3312470;"27576"
-2773252;"71023"
-150413;"02074"
-1259550;"80444"
-116194;"87105"
-2069752;"28262"
-363700;"22096"
-36664;"26281"
-2957820;"54020"
-1103171;"61168"
-133864;"14192"
-454889;"24016"
-150058;"79059"
-2983866;"55008"
-2706190;"242100345"
-142863;"21145"
-166092;"85086"
-152730;"21565"
-122410;"42311"
-1379915;"40137"
-1999429;"80375"
-127532;"32208"
-2756708;"51638"
-2690419;"62289"
-157416;"88133"
-3258440;"08141"
-2846508;"27440"
-570514;"42083"
-131033;"38374"
-74471;"74004"
-1396125;"77187"
-152492;"79302"
-2632073;"51502"
-2120271;"09100"
-86639;"88198"
-2522681;"65359"
-136494;"82084"
-280168;"97410"
-254386;"97117"
-59760;"59352"
-897637;"95611"
-1971755;"163"
-1441329;"54166"
-1645510;"596"
-161026;"39079"
-3228633;"24356"
-73971;"02687"
-3190690;"52544"
-3014986;"76010"
-2598364;"51169"
-134292;"82033"
-339103;"17009"
-139656;"35165"
-118577;"23075"
-2024514;"246700967"
-2811327;"64480"
-127538;"32391"
-127521;"07102"
-543230;"27216"
-132352;"32305"
-3004178;"80741"
-1671134;"80756"
-1376761;"57121"
-2818106;"03010"
-2093532;"64354"
-157384;"88027"
-146188;"56180"
-79186;"38294"
-1680027;"382"
-2978806;"55410"
-300467;"18257"
-2062310;"09168"
-162239;"60336"
-280486;"41097"
-2850346;"27097"
-1861723;"52429"
-2862762;"66078"
-3227810;"24555"
-2361572;"65165"
-145505;"01068"
-1457074;"31449"
-74047;"02739"
-386628;"22373"
-153365;"21175"
-2201331;"57582"
-2446856;"572"
-125631;"17252"
-90813;"57093"
-2104371;"200030617"
-941014;"88225"
-131367;"14619"
-388177;"25003"
-1166327;"62413"
-146778;"79068"
-1342813;"57747"
-120486;"23250"
-3338297;"71142"
-367067;"78296"
-363701;"22323"
-146233;"25390"
-76153;"30194"
-255722;"34222"
-161533;"65340"
-149640;"45118"
-74050;"02644"
-88593;"38303"
-2176224;"248719304"
-2816871;"66201"
-2714612;"64050"
-1477929;"31295"
-295775;"97217"
-953348;"70014"
-453790;"29248"
-907640;"18014"
-82734;"68178"
-1606002;"58289"
-3289310;"08245"
-1206421;"62857"
-66750;"67311"
-2734270;"245100862"
-161855;"58252"
-1952549;"57505"
-2147787;"361"
-156468;"39129"
-555218;"42318"
-107649;"72042"
-1550566;"80153"
-79429;"90103"
-111911;"48121"
-148224;"45089"
-1475324;"31050"
-1656243;"24297"
-162641;"65147"
-1283510;"60405"
-2741857;"11245"
-164193;"34107"
-111056;"35103"
-2965514;"55306"
-2960045;"54062"
-139328;"76039"
-2965058;"55278"
-2078002;"89428"
-1649154;"321"
-125616;"63459"
-933176;"88220"
-1598565;"81050"
-179548;"62403"
-130929;"14009"
-1782936;"53263"
-1101144;"61004"
-2963455;"55104"
-1473474;"25422"
-1360892;"85054"
-3338421;"71312"
-2913659;"66209"
-122544;"42305"
-1782374;"51032"
-2081592;"09226"
-1960037;"09094"
-911441;"71091"
-147007;"21258"
-146319;"56171"
-90549;"73178"
-148728;"39361"
-550085;"27668"
-3236139;"2B3"
-150990;"88286"
-1245620;"37238"
-122144;"19250"
-113080;"54139"
-1246373;"88485"
-3235996;"47200"
-141892;"31339"
-3086185;"52134"
-416187;"02282"
-1078973;"11088"
-2574024;"07098"
-1255560;"57644"
-104970;"37084"
-103625;"38183"
-2738333;"47290"
-418783;"80836"
-297302;"29218"
-130994;"21527"
-78313;"44127"
-3284138;"08268"
-3266091;"71482"
-2162807;"28051"
-144959;"86285"
-108283;"72061"
-2981666;"55055"
-2561380;"80738"
-191713;"38359"
-1450201;"03"
-1082276;"50059"
-56010;"59219"
-1662713;"243200482"
-1770436;"51092"
-1491779;"25310"
-1154773;"62387"
-175357;"06046"
-148008;"01345"
-3288992;"08428"
-536475;"27572"
-148226;"45169"
-2070826;"09145"
-539927;"29015"
-120769;"19101"
-1734311;"89233"
-140756;"01373"
-2717020;"200000164"
-1547920;"33415"
-1367683;"05129"
-2458981;"54160"
-7381;"15"
-3227989;"2B188"
-1389395;"31244"
-126439;"25084"
-1345719;"38438"
-116808;"12130"
-385883;"30005"
-954994;"77128"
-2820906;"64211"
-367043;"67516"
-148222;"45166"
-2433373;"241400548"
-1287921;"54413"
-1112983;"58141"
-971379;"53049"
-721572;"50174"
-2714120;"64264"
-118661;"43200"
-107879;"72346"
-3099265;"52515"
-146015;"35318"
-135561;"07228"
-1255561;"57409"
-125422;"32276"
-76310;"37219"
-386602;"78361"
-139611;"25210"
-102866;"25464"
-1636329;"243301421"
-125635;"17285"
-130980;"14591"
-1014011;"50628"
-935994;"42266"
-131770;"21334"
-2744197;"33264"
-1952949;"07170"
-1918955;"66153"
-1127729;"67083"
-388893;"18086"
-3125886;"52330"
-296936;"17008"
-146203;"56060"
-154152;"79316"
-2081893;"246001143"
-8654;"93"
-1889355;"2B171"
-134010;"14065"
-3281194;"08137"
-2926755;"19074"
-1758281;"04012"
-77177;"2B075"
-2957028;"54438"
-74512;"40176"
-1029505;"02676"
-3161168;"27058"
-70895;"26200"
-2807165;"03038"
-132417;"86008"
-1376214;"40205"
-949229;"89341"
-2963840;"24216"
-374796;"27284"
-164958;"85280"
-2189676;"7511037"
-158865;"14147"
-399587;"22375"
-122308;"73272"
-107463;"72311"
-1236015;"62683"
-1438971;"54389"
-149078;"45151"
-412339;"42114"
-47918;"68093"
-454845;"87071"
-419545;"60007"
-123779;"63285"
-390199;"64546"
-1794913;"51291"
-109385;"33555"
-1106290;"50014"
-120455;"23230"
-270330;"97116"
-148217;"45008"
-115128;"03082"
-2703939;"248300527"
-446727;"53007"
-1165697;"67503"
-961182;"35145"
-929380;"55279"
-2717324;"245700133"
-143114;"21024"
-1419626;"11137"
-107562;"72215"
-1560817;"81217"
-134136;"14429"
-1145177;"62175"
-1029025;"27446"
-135767;"15261"
-269695;"41172"
-157505;"88483"
-1981599;"247700677"
-2097668;"65362"
-397818;"67468"
-135902;"82194"
-122720;"46098"
-2164473;"47293"
-173688;"44080"
-2967226;"15260"
-3003874;"10071"
-1433414;"60053"
-3286141;"08171"
-111612;"45292"
-52397;"54578"
-2989069;"55411"
-1102978;"37112"
-376337;"33024"
-147907;"39140"
-420762;"50040"
-70021;"28216"
-2499924;"15217"
-79235;"26100"
-557822;"27362"
-1747944;"60170"
-960848;"56116"
-121499;"62225"
-176105;"06006"
-75338;"67112"
-2065624;"09315"
-415221;"10344"
-154822;"79326"
-56251;"59574"
-1362084;"60244"
-76128;"40005"
-1253846;"49144"
-131240;"93008"
-1297115;"30150"
-118768;"23096"
-382562;"30166"
-399371;"69148"
-3286309;"08429"
-2750324;"51036"
-2530993;"11177"
-161914;"60163"
-151641;"21536"
-2078673;"36077"
-2937794;"61050"
-138514;"17275"
-85609;"38405"
-154553;"17473"
-152891;"17451"
-3313671;"61110"
-124196;"56128"
-124390;"03090"
-184506;"38368"
-2742470;"51313"
-1137730;"53232"
-58879;"59487"
-1250016;"49178"
-2743865;"47086"
-105277;"33056"
-414996;"10002"
-398777;"86042"
-2418134;"64360"
-3194679;"52091"
-1141529;"62097"
-2084779;"07218"
-906766;"42124"
-161406;"31285"
-1640522;"60360"
-134300;"82038"
-130931;"14011"
-1672416;"76628"
-152765;"02334"
-146598;"25453"
-131297;"14462"
-70262;"13093"
-2184560;"243901089"
-1244896;"53265"
-303126;"70276"
-117481;"88035"
-145742;"14030"
-113087;"54490"
-2961984;"54299"
-1668429;"013"
-1932981;"53182"
-939911;"88370"
-1746772;"41007"
-1070523;"48127"
-918908;"70189"
-398667;"33314"
-145103;"56070"
-140028;"01203"
-146254;"56216"
-140433;"86174"
-148518;"84043"
-85423;"68349"
-2992309;"55448"
-184467;"38105"
-154457;"85243"
-274369;"41129"
-149645;"45240"
-122726;"46104"
-2999492;"10203"
-139679;"35174"
-90405;"26242"
-1549133;"39287"
-283809;"48033"
-280516;"14688"
-339022;"22045"
-150542;"79219"
-146753;"79055"
-2924855;"24058"
-153920;"08409"
-146561;"79029"
-139510;"01026"
-1251327;"49067"
-3281846;"08502"
-2960938;"54592"
-279384;"41120"
-2980613;"55557"
-358552;"63104"
-165278;"45165"
-1965570;"24132"
-386540;"79083"
-79180;"34121"
-418667;"51476"
-116492;"63373"
-3331532;"27041"
-128105;"56232"
-1400524;"31099"
-1516688;"06102"
-2666909;"62897"
-1569705;"39506"
-78135;"11103"
-2596555;"80341"
-108622;"51058"
-958939;"89094"
-1163201;"57612"
-2807559;"64432"
-910724;"80750"
-2922860;"30318"
-149692;"45336"
-287256;"97203"
-3323227;"27514"
-1229890;"91473"
-121805;"46012"
-372224;"22097"
-2804771;"62347"
-58091;"59042"
-2171963;"57753"
-1806623;"09306"
-74560;"33111"
-74269;"13043"
-1249412;"70078"
-1206076;"19130"
-132360;"32310"
-85804;"67481"
-2052549;"09272"
-117751;"88059"
-1470528;"08024"
-400311;"50046"
-2479539;"15086"
-1848065;"28230"
-1785411;"10434"
-180736;"14317"
-1629274;"81192"
-79644;"38230"
-955141;"67169"
-135954;"42208"
-22157;"66096"
-109929;"31047"
-2953367;"02125"
-277429;"34217"
-1252232;"05150"
-533820;"29195"
-1466815;"81152"
-3222526;"61432"
-60259;"26034"
-2661538;"51466"
-2084776;"80456"
-1066825;"18151"
-76312;"37025"
-3226116;"24046"
-1718862;"29141"
-161105;"39225"
-1373043;"12092"
-417947;"51202"
-938074;"88514"
-141089;"12106"
-131013;"21658"
-1361832;"60049"
-2807428;"03307"
-1147213;"62213"
-273027;"67199"
-116838;"40256"
-83768;"68146"
-74342;"73265"
-2881646;"033"
-1428557;"31129"
-125409;"83032"
-2949143;"02140"
-1209819;"62750"
-167291;"85171"
-149607;"21359"
-135738;"56212"
-1019730;"50109"
-75972;"40296"
-1443844;"08340"
-1108679;"19056"
-2323271;"65413"
-2610683;"80231"
-1357320;"80093"
-2609310;"52267"
-111536;"73312"
-163614;"14196"
-139101;"21406"
-57943;"59398"
-3080800;"52025"
-1106819;"50374"
-132596;"59663"
-103599;"25056"
-2989161;"55566"
-1480363;"31063"
-139310;"86290"
-2146325;"64392"
-147865;"01097"
-138388;"43137"
-121939;"57487"
-89697;"59590"
-3009991;"247600620"
-2177396;"241600352"
-2944660;"19208"
-2604626;"51536"
-1985998;"11061"
-302047;"49270"
-147924;"39582"
-111380;"16143"
-3207367;"52177"
-1379947;"62245"
-2049400;"80515"
-722078;"95298"
-153567;"21605"
-1981952;"247700610"
-1807478;"02528"
-905758;"95529"
-160896;"31437"
-1842790;"09240"
-1904404;"18123"
-1538660;"41135"
-148212;"45261"
-145674;"01166"
-142237;"01146"
-132585;"21548"
-1638677;"912"
-334200;"29090"
-145989;"24299"
-1365418;"248500563"
-408399;"77151"
-1282217;"97404"
-2207882;"61404"
-1706271;"51017"
-1154776;"62515"
-954187;"91215"
-456997;"60620"
-92647;"74009"
-146820;"88165"
-2094862;"09026"
-102985;"95555"
-2322407;"64161"
-106716;"76625"
-105276;"33200"
-87256;"88276"
-85611;"68294"
-2538800;"65419"
-184021;"84122"
-133302;"32376"
-123669;"40295"
-2632572;"51341"
-1274133;"25330"
-1490272;"16045"
-1137572;"53037"
-278132;"16245"
-74844;"27190"
-3061806;"71111"
-1999328;"47272"
-66444;"26009"
-1381028;"71143"
-660383;"42240"
-163056;"83123"
-153569;"21680"
-161602;"39430"
-1440785;"54240"
-85543;"67195"
-74557;"33031"
-2000408;"11032"
-1251403;"80127"
-1206604;"62646"
-163584;"14175"
-2061976;"11226"
-124995;"32445"
-939380;"88274"
-233583;"28100"
-1174475;"67514"
-1112886;"58177"
-166848;"85082"
-1794549;"57389"
-115848;"12068"
-78038;"44223"
-3258028;"80440"
-106676;"74157"
-2720103;"200030674"
-2944317;"89189"
-122370;"57511"
-107402;"38462"
-2970197;"15156"
-2153698;"64473"
-175171;"69191"
-107036;"37248"
-2128937;"240600486"
-3240384;"24524"
-121611;"07242"
-132379;"21382"
-1250005;"49143"
-58207;"59507"
-2064508;"10225"
-2598078;"11035"
-963850;"11012"
-1351402;"80113"
-1156581;"57090"
-113119;"54212"
-2979323;"55459"
-1674561;"62535"
-1125564;"53241"
-2954957;"89474"
-3006405;"76160"
-1932980;"53098"
-75315;"74083"
-379527;"70366"
-456998;"60316"
-3333210;"27442"
-86457;"67359"
-1107349;"50405"
-145060;"82190"
-1279979;"80575"
-161016;"39029"
-1455512;"81028"
-125569;"32295"
-102750;"13039"
-147944;"39191"
-1922757;"248600603"
-1770762;"47282"
-140102;"69064"
-3007853;"76741"
-2845534;"03283"
-74430;"47172"
-2906341;"71278"
-2144517;"04092"
-418837;"52254"
-147383;"44096"
-163999;"35112"
-2965769;"43130"
-2835488;"03213"
-168244;"64026"
-275464;"29252"
-1665819;"244900841"
-2167699;"243400637"
-281088;"16044"
-148043;"21396"
-1764194;"04053"
-115158;"76705"
-114174;"87048"
-276808;"29159"
-146187;"56006"
-80301;"26024"
-3065474;"43106"
-2837155;"64028"
-287419;"48016"
-73981;"02089"
-1565412;"39579"
-116462;"12117"
-301826;"22372"
-2019602;"09132"
-1079452;"63231"
-124925;"63085"
-107383;"72234"
-944587;"87006"
-1223656;"25071"
-905054;"49224"
-139571;"01179"
-112863;"17286"
-2503986;"245400924"
-56247;"59314"
-2426078;"65011"
-1359797;"60191"
-3017814;"76075"
-119404;"23147"
-107703;"72125"
-533987;"63250"
-54814;"59164"
-2105045;"11089"
-116007;"87059"
-88129;"38430"
-107520;"72278"
-55317;"59461"
-1277840;"71543"
-1223672;"25595"
-111135;"33517"
-2980581;"55330"
-1699067;"07137"
-140396;"86171"
-140509;"86182"
-75198;"74177"
-390216;"63232"
-2962166;"24499"
-389501;"18006"
-20224;"66149"
-110588;"33278"
-2718772;"28265"
-142077;"86218"
-3219790;"89176"
-2998837;"10393"
-139640;"25241"
-138426;"43012"
-1771718;"57262"
-646451;"50541"
-169033;"14226"
-153981;"21352"
-1806298;"09329"
-2189886;"7510311"
-1106382;"50402"
-1084372;"60619"
-142220;"01331"
-122699;"63215"
-80413;"38045"
-2693371;"2B354"
-910727;"80771"
-2706241;"200006682"
-138417;"38543"
-2259321;"62071"
-3344251;"245100912"
-2917955;"33035"
-288095;"89343"
-153499;"02629"
-3190580;"52310"
-2678310;"10040"
-2547798;"65136"
-1368389;"77082"
-396937;"69098"
-145569;"01446"
-55569;"59394"
-1269098;"07142"
-2176214;"248719296"
-1904608;"53197"
-116496;"63428"
-164418;"45087"
-1106173;"50183"
-415248;"10442"
-133925;"14296"
-70530;"13044"
-2433327;"241400829"
-1209165;"91111"
-115064;"87045"
-1225227;"27643"
-956413;"89102"
-396320;"69115"
-1394705;"77507"
-938087;"88387"
-915401;"55025"
-906423;"67032"
-1289619;"77427"
-916206;"55095"
-1403610;"77190"
-1379056;"80808"
-394523;"18045"
-141909;"25271"
-1231289;"70373"
-1014042;"50411"
-161220;"70378"
-1459423;"31556"
-542628;"27645"
-1395448;"71548"
-2981262;"47321"
-111304;"16024"
-127153;"32158"
-146138;"24528"
-114003;"27282"
-167792;"38406"
-1410911;"57212"
-169230;"45342"
-2418568;"65245"
-911088;"78498"
-2741769;"15077"
-144975;"35233"
-2723971;"55043"
-333047;"49307"
-55230;"59181"
-2729631;"71464"
-1463731;"81068"
-152530;"39458"
-158777;"39245"
-409309;"22113"
-173373;"38408"
-152896;"17223"
-418673;"51506"
-2641625;"51283"
-134187;"69295"
-123570;"46314"
-76313;"37217"
-1840247;"09328"
-161174;"58160"
-77020;"12163"
-1503354;"60204"
-134217;"35147"
-2923327;"30237"
-104024;"76384"
-128269;"73231"
-152244;"02235"
-1672402;"80195"
-939926;"88138"
-191475;"18150"
-119733;"23179"
-2736664;"51050"
-115805;"12013"
-119629;"23164"
-1420335;"60301"
-393631;"53096"
-104761;"38083"
-2367804;"248800526"
-1902943;"36066"
-154876;"79334"
-2798353;"64370"
-971013;"04138"
-111158;"56083"
-58166;"59553"
-1187442;"246301105"
-1752752;"28010"
-178363;"62637"
-3325627;"61289"
-1028001;"25101"
-1014809;"50361"
-2333262;"65001"
-907051;"42326"
-77191;"37245"
-8656;"23"
-2691151;"64194"
-2668913;"62102"
-124667;"17365"
-1551132;"47258"
-112630;"56264"
-2829595;"27303"
-1243759;"80096"
-126574;"31225"
-78303;"44037"
-1024413;"78505"
-406875;"02036"
-148142;"47125"
-146751;"01421"
-2184649;"11420"
-1003538;"50428"
-89054;"33207"
-283798;"48096"
-942789;"87022"
-134205;"69281"
-122594;"46097"
-2993876;"55093"
-1920473;"76295"
-399696;"33429"
-190861;"38517"
-1255159;"61232"
-120503;"69108"
-395209;"70569"
-142754;"12134"
-109386;"33333"
-92313;"91687"
-269992;"88281"
-1078739;"60399"
-152619;"21060"
-2997431;"10440"
-1901725;"76463"
-145792;"14055"
-74428;"47045"
-2622295;"61121"
-1981924;"247700719"
-150551;"91657"
-125914;"63308"
-77768;"37138"
-190822;"38081"
-139175;"01432"
-106511;"57438"
-2202498;"578"
-123801;"46275"
-149992;"21119"
-147177;"76414"
-1354569;"245600440"
-2994939;"80202"
-2606665;"51513"
-152630;"21021"
-1191666;"70442"
-1999114;"80179"
-1029652;"36177"
-2540895;"65452"
-2178737;"15168"
-2615800;"11440"
-1022865;"88066"
-123982;"36174"
-3219164;"27151"
-1240070;"76123"
-109830;"42285"
-151705;"79236"
-3068130;"43031"
-1439940;"71042"
-153918;"17390"
-1198661;"62676"
-2757697;"27287"
-167105;"37115"
-75516;"78396"
-135582;"14715"
-161098;"39217"
-150372;"02063"
-3274370;"08178"
-1403994;"31334"
-550359;"27084"
-135232;"82059"
-124645;"17099"
-1646580;"461"
-104836;"74056"
-74169;"02279"
-3234487;"2B054"
-146707;"01444"
-144996;"82152"
-1453085;"81042"
-1243590;"80826"
-286326;"69221"
-3007045;"76365"
-953542;"77214"
-2094264;"09069"
-3007637;"76501"
-1577867;"81136"
-1412377;"39080"
-147207;"69110"
-1983577;"247700479"
-1111019;"61295"
-88632;"33350"
-2167979;"28231"
-1547284;"60124"
-1136134;"69229"
-117209;"12142"
-140004;"35208"
-279979;"41230"
-1307025;"77361"
-122958;"63329"
-2954252;"02800"
-1994572;"09033"
-3239120;"24217"
-2940096;"19171"
-1474171;"81189"
-1707270;"18082"
-131467;"32188"
-1342815;"57399"
-197031;"05074"
-164266;"34113"
-1846859;"16279"
-1455187;"31207"
-281723;"41049"
-146313;"24410"
-1365174;"248500092"
-1107397;"50279"
-271106;"34208"
-75046;"78104"
-899202;"87121"
-197698;"60055"
-124960;"03118"
-122752;"46115"
-120677;"19068"
-3278666;"08472"
-120597;"63426"
-73966;"02557"
-3240056;"24535"
-296280;"49313"
-88933;"91180"
-85670;"68175"
-106448;"57145"
-53402;"59491"
-2196335;"57287"
-147558;"45285"
-1781839;"54256"
-1466343;"31427"
-132376;"21629"
-907249;"67426"
-138517;"17143"
-183946;"14414"
-2097124;"245000484"
-1411612;"08032"
-170074;"85276"
-90793;"38316"
-2614624;"51224"
-124265;"07275"
-2613582;"51468"
-1920539;"76139"
-568514;"42009"
-546927;"39291"
-168951;"38134"
-74634;"84112"
-1047293;"42121"
-142167;"12124"
-113051;"54320"
-138539;"95604"
-120527;"57360"
-161021;"39074"
-153004;"02366"
-142355;"69187"
-1156145;"62314"
-80544;"74054"
-399704;"22347"
-398949;"33267"
-278693;"22093"
-1823116;"76754"
-2733595;"47264"
-140121;"01259"
-1030120;"36106"
-390707;"30091"
-76170;"30200"
-2167581;"241300417"
-2188686;"7510829"
-303201;"89226"
-123597;"46195"
-132076;"86121"
-185405;"14390"
-147866;"01022"
-75190;"74307"
-1861900;"55031"
-446100;"50512"
-285733;"41194"
-148044;"21410"
-1029017;"27389"
-110047;"45239"
-74472;"73036"
-149210;"79112"
-74846;"27081"
-1170040;"71547"
-85411;"68021"
-392033;"66132"
-2794075;"03298"
-2167844;"64010"
-111165;"45212"
-180020;"62526"
-2960762;"24077"
-151271;"45159"
-3218591;"89386"
-190811;"38153"
-3332977;"200024487"
-536460;"27636"
-1815323;"54159"
-122309;"73069"
-164374;"45108"
-406872;"02028"
-3010204;"76097"
-1151628;"62256"
-88844;"67442"
-1398534;"31123"
-1348961;"10324"
-150070;"79149"
-87515;"07186"
-122425;"46047"
-116533;"12040"
-2673388;"76268"
-1230771;"27664"
-93875;"44182"
-2146159;"64466"
-1268380;"19076"
-79281;"34312"
-2743698;"11117"
-2600000;"51322"
-1477008;"31585"
-228432;"32071"
-270515;"34338"
-183963;"14415"
-2267562;"57014"
-146202;"56229"
-228431;"32224"
-74849;"27158"
-2218356;"15183"
-1386724;"06014"
-913369;"68214"
-944474;"243400017"
-2361047;"11266"
-281721;"41059"
-1267800;"16237"
-7443;"72"
-76240;"34048"
-148878;"21286"
-118587;"23077"
-1285426;"54076"
-120062;"03173"
-2728482;"241100437"
-2172738;"7510416"
-279156;"14613"
-1664323;"33325"
-147915;"39244"
-55885;"59125"
-1069707;"50194"
-2980970;"55067"
-2798573;"64078"
-104795;"37274"
-2995384;"10421"
-161817;"58293"
-76383;"38553"
-410246;"02047"
-164168;"85286"
-495750;"60614"
-138993;"01163"
-145264;"35249"
-108699;"53013"
-1832986;"27372"
-399663;"22210"
-104959;"74012"
-1584372;"241200690"
-1571051;"06062"
-281086;"16378"
-138739;"38189"
-2173668;"28283"
-3014730;"76598"
-107915;"35045"
-56907;"59330"
-2128936;"240600593"
-167248;"85146"
-2164665;"28296"
-1249525;"80556"
-1289193;"80330"
-1013476;"17375"
-1990146;"531"
-56141;"59390"
-2739280;"51416"
-1120711;"62027"
-252634;"69022"
-76318;"37186"
-74569;"33074"
-1831076;"76704"
-1804117;"89260"
-74759;"05107"
-1395349;"60381"
-69340;"67389"
-1203087;"71416"
-2167603;"28180"
-1332269;"80156"
-123897;"25540"
-2750941;"51642"
-1973455;"12176"
-288603;"62488"
-392608;"32110"
-118140;"23015"
-1158568;"57056"
-107023;"57053"
-2145682;"36240"
-387012;"22115"
-192504;"06025"
-74515;"32189"
-73280;"2A008"
-2741876;"71425"
-127695;"16091"
-1374163;"09194"
-161311;"31484"
-144982;"82144"
-102145;"76322"
-935202;"88154"
-2168779;"244800389"
-361268;"63340"
-2171961;"57759"
-1188476;"62860"
-145155;"24037"
-3074720;"52197"
-556898;"05087"
-2795327;"24172"
-83359;"68162"
-1922710;"248600439"
-287690;"48148"
-279446;"14552"
-1395139;"57241"
-2134871;"87165"
-3160791;"27487"
-2822084;"03111"
-2503381;"65308"
-2146231;"47022"
-155513;"39210"
-2894301;"24530"
-113541;"76367"
-2763070;"24422"
-2442881;"57296"
-2078466;"28072"
-2456790;"71186"
-3221546;"24341"
-55595;"59614"
-2961445;"54513"
-395194;"70158"
-932929;"67069"
-166535;"85100"
-74420;"47318"
-50583;"18205"
-391837;"68340"
-121862;"57466"
-3261089;"71179"
-1468058;"81316"
-1423271;"77244"
-3326873;"27198"
-1742904;"08330"
-398191;"95088"
-76450;"73108"
-2032396;"57685"
-2742806;"51579"
-1143142;"62144"
-71398;"28321"
-287475;"97214"
-143276;"82078"
-2996989;"10056"
-81040;"77081"
-75571;"25293"
-2420479;"65249"
-252771;"67017"
-76680;"38146"
-78741;"34233"
-3156242;"27633"
-2995959;"10217"
-2741618;"62091"
-145681;"01194"
-143490;"76439"
-135627;"81065"
-1964167;"64187"
-166130;"49065"
-946812;"87206"
-145606;"21137"
-107538;"72139"
-2924862;"24114"
-2813433;"11015"
-2743050;"02053"
-7415;"67"
-135637;"81225"
-279911;"41291"
-123898;"25481"
-142301;"69161"
-254774;"34289"
-1145072;"63418"
-74108;"02564"
-70229;"13082"
-2755966;"76310"
-227212;"16264"
-297322;"97223"
-2433060;"11132"
-2032728;"54334"
-397010;"67022"
-1326916;"80151"
-287734;"97205"
-1223677;"25226"
-1973639;"55490"
-1675701;"57115"
-1119129;"71288"
-396324;"69215"
-2576782;"30354"
-145003;"86293"
-120087;"03215"
-76054;"40254"
-2967191;"55578"
-3028797;"71396"
-124658;"17095"
-115186;"87063"
-74784;"78147"
-3337316;"71338"
-1069580;"66105"
-86127;"44064"
-3229967;"47184"
-109243;"72143"
-152900;"17377"
-139588;"21505"
-1370785;"242504421"
